,playerID,yearID,POS,G,InnOuts,PO,A,E,DP,birthYear,age,Range Factor,Fielding %,RF Yearly Avg
37850,berrych02,1934,C,99,,339,48,5.0,9,1902.0,32.0,3.909090909090909,98.72448979591837,4.421732537933992
41934,hayesfr01,1940,C,134,,515,63,17.0,9,1914.0,26.0,4.313432835820896,97.14285714285714,4.284345878328452
41942,hemslro01,1940,C,117,,591,65,4.0,8,1907.0,33.0,5.6068376068376065,99.39393939393939,4.284345878328452
48438,robinaa01,1949,C,108,,458,44,7.0,9,1915.0,34.0,4.648148148148148,98.62475442043221,4.230622125020182
59472,rosebjo01,1963,C,134,3433.0,908,66,8.0,6,1933.0,30.0,7.268656716417911,99.18533604887983,4.08598366667157
48424,ricede01,1949,C,92,,355,29,3.0,4,1922.0,27.0,4.173913043478261,99.2248062015504,4.230622125020182
37805,wilsoji01,1933,C,107,,498,58,10.0,13,1900.0,33.0,5.196261682242991,98.23321554770318,4.425721760689992
51548,burgesm01,1954,C,91,2249.0,356,30,10.0,4,1927.0,27.0,4.241758241758242,97.47474747474747,4.134186182823256
51555,camparo01,1954,C,111,2915.0,600,58,7.0,7,1921.0,33.0,5.927927927927928,98.94736842105263,4.134186182823256
51727,housefr03,1954,C,107,2640.0,434,56,4.0,7,1930.0,24.0,4.579439252336448,99.19028340080972,4.134186182823256
51589,courtcl01,1954,C,111,2813.0,539,53,6.0,8,1927.0,27.0,5.333333333333333,98.99665551839465,4.134186182823256
59374,orsinjo01,1963,C,109,2778.0,636,37,7.0,8,1938.0,25.0,6.174311926605505,98.97058823529412,4.08598366667157
42035,lombaer01,1940,C,101,,397,46,5.0,5,1908.0,32.0,4.3861386138613865,98.88392857142857,4.284345878328452
17757,crigelo01,1905,C,109,,539,147,20.0,5,1872.0,33.0,6.293577981651376,97.16713881019831,4.181251843194992
30713,bassljo01,1923,C,128,,447,133,7.0,8,1895.0,28.0,4.53125,98.80749574105621,4.558442191742602
37699,sewellu01,1933,C,141,,516,61,6.0,12,1901.0,32.0,4.092198581560283,98.97084048027445,4.425721760689992
17787,dooinre01,1905,C,107,,505,152,24.0,9,1879.0,26.0,6.140186915887851,96.47577092511013,4.181251843194992
48278,lollash01,1949,C,93,,279,39,4.0,3,1924.0,25.0,3.4193548387096775,98.75776397515527,4.230622125020182
59296,mccarti01,1963,C,126,2994.0,722,55,5.0,7,1941.0,22.0,6.166666666666667,99.36061381074168,4.08598366667157
51636,fitzged01,1954,C,107,2637.0,396,38,12.0,5,1924.0,30.0,4.05607476635514,97.30941704035875,4.134186182823256
59277,martijc01,1963,C,98,1960.0,468,48,9.0,9,1936.0,27.0,5.26530612244898,98.28571428571429,4.08598366667157
51705,heganji01,1954,C,137,3340.0,661,49,4.0,9,1920.0,34.0,5.182481751824818,99.43977591036415,4.134186182823256
51593,crandde01,1954,C,136,3502.0,665,79,8.0,11,1930.0,24.0,5.470588235294118,98.93617021276596,4.134186182823256
26619,stanaos01,1916,C,94,,392,110,16.0,11,1883.0,33.0,5.340425531914893,96.91119691119691,4.590562054772288
48013,camparo01,1949,C,127,,684,55,11.0,5,1921.0,28.0,5.818897637795276,98.53333333333333,4.230622125020182
31144,oneilmi02,1923,C,95,,298,104,11.0,5,1898.0,25.0,4.231578947368421,97.3365617433414,4.558442191742602
18536,klingjo01,1906,C,96,,520,126,12.0,7,1875.0,31.0,6.729166666666667,98.17629179331307,4.568835274523994
52139,whitesa02,1954,C,133,3342.0,677,80,16.0,11,1927.0,27.0,5.69172932330827,97.93014230271669,4.134186182823256
26331,killebi01,1916,C,91,,443,89,8.0,15,1887.0,29.0,5.846153846153846,98.51851851851852,4.590562054772288
42513,earlyja01,1941,C,100,,385,52,16.0,13,1915.0,26.0,4.37,96.46799116997794,4.423012194545702
47838,tebbebi01,1948,C,126,,470,56,10.0,8,1912.0,36.0,4.174603174603175,98.13432835820896,4.248876466251116
47836,swiftbo01,1948,C,112,,476,55,5.0,13,1915.0,33.0,4.741071428571429,99.06716417910447,4.248876466251116
42529,ferreri01,1941,C,98,,340,51,2.0,11,1905.0,36.0,3.989795918367347,99.49109414758269,4.423012194545702
37142,spohral01,1932,C,100,,374,62,4.0,2,1902.0,30.0,4.36,99.0909090909091,4.386293782006726
42615,hayesfr01,1941,C,123,,403,65,8.0,11,1914.0,27.0,3.8048780487804876,98.31932773109243,4.423012194545702
37138,spencro01,1932,C,98,,313,44,8.0,9,1900.0,32.0,3.642857142857143,97.80821917808218,4.386293782006726
58618,sulliha02,1962,C,94,2120.0,447,31,10.0,2,1930.0,32.0,5.085106382978723,97.95081967213115,4.117235924948832
18535,kleinre01,1906,C,95,,381,102,13.0,8,1877.0,29.0,5.08421052631579,97.37903225806451,4.568835274523994
52194,astrojo01,1955,C,100,2454.0,420,50,5.0,9,1922.0,33.0,4.7,98.94736842105263,4.116649684961791
26258,henryjo02,1916,C,116,,538,124,13.0,17,1889.0,27.0,5.706896551724138,98.07407407407408,4.590562054772288
18734,schlead01,1906,C,91,,455,139,24.0,8,1878.0,28.0,6.527472527472527,96.11650485436894,4.568835274523994
58588,smithha08,1962,C,92,2316.0,570,65,9.0,9,1930.0,32.0,6.9021739130434785,98.6024844720497,4.117235924948832
52212,berrayo01,1955,C,145,3703.0,748,54,13.0,10,1925.0,30.0,5.531034482758621,98.40490797546012,4.116649684961791
31374,bassljo01,1924,C,122,,402,103,11.0,11,1895.0,29.0,4.139344262295082,97.86821705426357,4.508368783406651
26223,gowdyha01,1916,C,116,,533,158,14.0,19,1889.0,27.0,5.956896551724138,98.01418439716312,4.590562054772288
52260,burgesm01,1955,C,107,2736.0,457,35,7.0,6,1927.0,28.0,4.598130841121495,98.59719438877755,4.116649684961791
26219,gonzami01,1916,C,93,,367,136,10.0,8,1890.0,26.0,5.408602150537634,98.05068226120858,4.590562054772288
58525,rosebjo01,1962,C,128,3100.0,842,57,14.0,10,1933.0,29.0,7.0234375,98.46659364731653,4.117235924948832
58524,romanjo01,1962,C,130,3374.0,657,63,7.0,6,1934.0,28.0,5.538461538461538,99.03713892709766,4.117235924948832
58517,rodgebu01,1962,C,150,3907.0,826,73,10.0,14,1938.0,24.0,5.993333333333333,98.89988998899891,4.117235924948832
42621,hemslro01,1941,C,96,,401,42,9.0,8,1907.0,34.0,4.614583333333333,98.00884955752213,4.423012194545702
58774,azcuejo01,1963,C,91,2211.0,564,42,5.0,13,1939.0,24.0,6.65934065934066,99.18166939443536,4.08598366667157
58786,batemjo01,1963,C,115,2891.0,690,81,23.0,7,1940.0,23.0,6.7043478260869565,97.10327455919395,4.08598366667157
52135,westrwe01,1954,C,98,2180.0,419,45,7.0,8,1922.0,32.0,4.73469387755102,98.51380042462846,4.134186182823256
42381,berrera01,1941,C,120,,356,64,2.0,13,1907.0,34.0,3.5,99.52606635071089,4.423012194545702
31145,oneilst01,1923,C,111,,354,68,14.0,3,1891.0,32.0,3.8018018018018016,96.78899082568807,4.558442191742602
58940,dalrycl01,1963,C,142,3497.0,881,90,19.0,16,1936.0,27.0,6.838028169014085,98.08080808080808,4.08598366667157
47968,berrayo01,1949,C,109,,544,60,7.0,18,1925.0,24.0,5.541284403669724,98.8543371522095,4.230622125020182
58917,colemch01,1963,C,91,1839.0,418,54,15.0,9,1935.0,28.0,5.186813186813187,96.91991786447639,4.08598366667157
31156,perkicy01,1923,C,137,,475,102,17.0,12,1896.0,27.0,4.211678832116788,97.13804713804713,4.558442191742602
37378,ferreri01,1933,C,116,,500,76,6.0,9,1905.0,28.0,4.9655172413793105,98.96907216494846,4.425721760689992
37356,dickebi01,1933,C,127,,721,82,6.0,15,1907.0,26.0,6.322834645669292,99.2583436341162,4.425721760689992
26557,schalra01,1916,C,124,,653,166,10.0,25,1892.0,24.0,6.604838709677419,98.79372738238843,4.590562054772288
37346,davissp01,1933,C,132,,395,69,8.0,9,1904.0,29.0,3.515151515151515,98.30508474576271,4.425721760689992
18378,dooinre01,1906,C,107,,475,111,32.0,9,1879.0,27.0,5.4766355140186915,94.8220064724919,4.568835274523994
31201,ruelmu01,1923,C,133,,528,146,14.0,14,1896.0,27.0,5.067669172932331,97.96511627906976,4.558442191742602
26527,raridbi01,1916,C,119,,576,144,21.0,10,1888.0,28.0,6.050420168067227,97.16599190283401,4.590562054772288
52022,sarnibi01,1954,C,118,2709.0,486,41,2.0,12,1927.0,27.0,4.466101694915254,99.62192816635161,4.134186182823256
26502,oneilst01,1916,C,128,,540,154,21.0,36,1891.0,25.0,5.421875,97.06293706293707,4.590562054772288
58894,carreca01,1963,C,92,1972.0,429,36,6.0,7,1937.0,26.0,5.054347826086956,98.72611464968153,4.08598366667157
37317,cochrmi01,1933,C,128,,476,67,6.0,8,1903.0,30.0,4.2421875,98.90710382513662,4.425721760689992
31212,schalra01,1923,C,121,,481,93,10.0,20,1892.0,31.0,4.743801652892562,98.28767123287672,4.558442191742602
31218,schmiwa01,1923,C,96,,279,88,7.0,10,1887.0,36.0,3.8229166666666665,98.1283422459893,4.558442191742602
42475,danniha01,1941,C,116,,530,77,4.0,8,1911.0,30.0,5.232758620689655,99.34533551554829,4.423012194545702
31228,severha01,1923,C,116,,511,88,4.0,9,1891.0,32.0,5.163793103448276,99.33665008291874,4.558442191742602
58798,bertedi01,1963,C,99,2534.0,549,84,8.0,15,1935.0,28.0,6.393939393939394,98.75195007800312,4.08598366667157
42491,dickebi01,1941,C,104,,422,45,3.0,11,1907.0,34.0,4.490384615384615,99.36170212765958,4.423012194545702
31254,snydefr01,1923,C,112,,428,90,5.0,12,1894.0,29.0,4.625,99.04397705544933,4.558442191742602
58787,batteea01,1963,C,146,3710.0,861,66,6.0,11,1935.0,28.0,6.3493150684931505,99.35691318327974,4.08598366667157
52268,camparo01,1955,C,121,3126.0,672,54,6.0,8,1921.0,34.0,6.0,99.18032786885246,4.116649684961791
57397,lollash01,1961,C,107,2480.0,464,48,1.0,6,1924.0,37.0,4.785046728971962,99.80506822612085,4.167808266886905
36127,ferreri01,1931,C,108,,412,86,14.0,11,1905.0,26.0,4.611111111111111,97.265625,4.526786895852523
53110,crandde01,1956,C,109,2459.0,448,44,2.0,9,1930.0,26.0,4.513761467889908,99.59514170040485,4.041602120772513
23943,blairwa01,1914,C,128,,604,194,13.0,17,1883.0,31.0,6.234375,98.39704069050555,4.358559904586448
46388,rosarbu01,1946,C,117,,532,73,0.0,9,1914.0,32.0,5.170940170940171,100.0,4.423496538099533
23931,berrycl01,1914,C,122,,550,202,23.0,18,1880.0,34.0,6.163934426229508,97.03225806451613,4.358559904586448
22042,mcleala01,1911,C,98,,414,138,18.0,16,1881.0,30.0,5.63265306122449,96.84210526315789,4.189673842526116
46381,robinaa01,1946,C,95,,410,50,8.0,5,1915.0,31.0,4.842105263157895,98.29059829059828,4.423496538099533
22049,meyerch01,1911,C,128,,729,108,18.0,11,1880.0,31.0,6.5390625,97.89473684210527,4.189673842526116
34544,sewellu01,1928,C,118,,430,117,16.0,13,1901.0,27.0,4.635593220338983,97.15808170515098,4.466414950142728
44864,owenmi01,1944,C,125,,506,57,12.0,8,1916.0,28.0,4.504,97.91304347826087,4.432802493433335
55756,lollash01,1959,C,122,2982.0,623,51,5.0,14,1924.0,35.0,5.524590163934426,99.26362297496318,3.882745139035295
33142,ofarrbo01,1926,C,146,,466,117,10.0,12,1896.0,30.0,3.993150684931507,98.31365935919055,4.458702649258586
55728,landrho01,1959,C,109,2346.0,576,45,5.0,5,1930.0,29.0,5.697247706422019,99.20127795527156,3.882745139035295
34597,tayloza02,1928,C,124,,367,83,7.0,8,1898.0,30.0,3.629032258064516,98.46827133479212,4.466414950142728
44908,rosarbu01,1944,C,98,,409,59,5.0,13,1914.0,30.0,4.775510204081633,98.94291754756871,4.432802493433335
23873,agnewsa01,1914,C,115,,451,163,25.0,10,1887.0,27.0,5.339130434782609,96.08763693270735,4.358559904586448
33209,ruelmu01,1926,C,117,,452,81,6.0,13,1896.0,30.0,4.555555555555555,98.88682745825604,4.458702649258586
23844,wingoiv01,1913,C,98,,346,132,28.0,12,1890.0,23.0,4.877551020408164,94.46640316205533,4.527566054320253
46287,muellra01,1946,C,100,,405,65,3.0,12,1912.0,34.0,4.7,99.36575052854123,4.423496538099533
55656,housefr03,1959,C,95,2426.0,447,43,9.0,7,1930.0,29.0,5.157894736842105,98.19639278557113,3.882745139035295
46237,masiph01,1946,C,124,,470,56,10.0,5,1916.0,30.0,4.241935483870968,98.13432835820896,4.423496538099533
54399,smithha08,1957,C,103,2565.0,463,55,9.0,8,1930.0,27.0,5.029126213592233,98.292220113852,4.248023148360408
34465,picinva01,1928,C,93,,279,65,6.0,6,1896.0,32.0,3.6989247311827955,98.28571428571429,4.466414950142728
54400,smithha09,1957,C,97,2385.0,468,42,5.0,8,1931.0,26.0,5.257731958762887,99.02912621359224,4.248023148360408
33232,sewellu01,1926,C,125,,437,91,9.0,3,1901.0,25.0,4.224,98.32402234636871,4.458702649258586
22207,stanaos01,1911,C,141,,599,212,41.0,13,1883.0,28.0,5.75177304964539,95.18779342723005,4.189673842526116
34527,ruelmu01,1928,C,101,,397,73,5.0,5,1896.0,32.0,4.653465346534653,98.94736842105263,4.466414950142728
22238,thomair01,1911,C,103,,499,150,17.0,12,1881.0,30.0,6.300970873786408,97.44744744744744,4.189673842526116
46433,seminan01,1946,C,118,,461,61,14.0,12,1920.0,26.0,4.423728813559322,97.38805970149254,4.423496538099533
54243,neemaca01,1957,C,118,2988.0,703,56,8.0,13,1929.0,28.0,6.432203389830509,98.95697522816167,4.248023148360408
56163,baileed01,1960,C,129,3243.0,621,52,7.0,8,1931.0,29.0,5.217054263565892,98.97058823529412,3.985951458443142
24212,gibsoge01,1914,C,101,,358,126,13.0,8,1880.0,34.0,4.792079207920792,97.38430583501007,4.358559904586448
44551,ferreri01,1944,C,96,,403,71,9.0,8,1905.0,39.0,4.9375,98.13664596273291,4.432802493433335
54151,lollash01,1957,C,96,2460.0,454,45,1.0,5,1924.0,33.0,5.197916666666667,99.8,4.248023148360408
54155,lopatst01,1957,C,108,2713.0,634,36,8.0,9,1925.0,32.0,6.203703703703703,98.82005899705014,4.248023148360408
24151,eastete01,1914,C,128,,570,173,24.0,16,1885.0,29.0,5.8046875,96.87092568448502,4.358559904586448
44636,hayesfr01,1944,C,155,,636,89,13.0,10,1914.0,30.0,4.67741935483871,98.23848238482384,4.432802493433335
56091,whitesa02,1959,C,119,2821.0,557,56,6.0,8,1927.0,32.0,5.151260504201681,99.03069466882067,3.882745139035295
34824,dickebi01,1929,C,127,,476,95,12.0,13,1907.0,22.0,4.496062992125984,97.94168096054888,4.408218207009619
32908,gastoal01,1926,C,98,,284,69,7.0,5,1893.0,33.0,3.6020408163265305,98.05555555555556,4.458702649258586
34781,cochrmi01,1929,C,135,,659,77,13.0,9,1903.0,26.0,5.451851851851852,98.26435246995995,4.408218207009619
44812,muellra01,1944,C,155,,471,65,9.0,5,1912.0,32.0,3.458064516129032,98.34862385321101,4.432802493433335
32947,hargrbu01,1926,C,93,,276,50,4.0,7,1892.0,34.0,3.5053763440860215,98.7878787878788,4.458702649258586
34721,bergmo01,1929,C,106,,290,86,7.0,12,1902.0,27.0,3.547169811320755,98.17232375979113,4.408218207009619
56040,taylosa02,1959,C,109,2669.0,497,37,10.0,1,1933.0,26.0,4.89908256880734,98.16176470588235,3.882745139035295
44740,lombaer01,1944,C,100,,350,47,13.0,11,1908.0,36.0,3.97,96.82926829268293,4.432802493433335
44742,lopezal01,1944,C,115,,372,52,7.0,6,1908.0,36.0,3.6869565217391305,98.37587006960557,4.432802493433335
56007,smithha09,1959,C,141,3317.0,758,60,9.0,13,1931.0,28.0,5.801418439716312,98.9117291414752,3.882745139035295
46510,wagneha01,1946,C,116,,553,39,10.0,3,1915.0,31.0,5.103448275862069,98.33887043189368,4.423496538099533
34658,wilsoji01,1928,C,120,,394,82,8.0,13,1900.0,28.0,3.966666666666667,98.34710743801654,4.466414950142728
21824,gibsoge01,1911,C,98,,452,117,12.0,16,1880.0,31.0,5.8061224489795915,97.93459552495698,4.189673842526116
24035,clarkto01,1914,C,106,,448,132,16.0,12,1888.0,26.0,5.471698113207547,97.31543624161074,4.358559904586448
55942,rosebjo01,1959,C,117,3065.0,848,54,8.0,10,1933.0,26.0,7.7094017094017095,99.12087912087912,3.882745139035295
49881,seminan01,1951,C,91,,378,47,9.0,6,1920.0,31.0,4.670329670329671,97.92626728110599,4.298027702647213
56061,triangu01,1959,C,125,2902.0,597,63,13.0,5,1930.0,29.0,5.28,98.06835066864784,3.882745139035295
54455,triangu01,1957,C,120,2849.0,580,64,5.0,13,1930.0,27.0,5.366666666666666,99.22958397534669,4.248023148360408
44999,treshmi01,1944,C,93,,370,47,8.0,5,1914.0,30.0,4.483870967741935,98.11764705882354,4.432802493433335
33250,smithea02,1926,C,98,,307,63,14.0,10,1897.0,29.0,3.7755102040816326,96.35416666666666,4.458702649258586
54739,foileha01,1958,C,103,2316.0,456,41,5.0,5,1929.0,29.0,4.825242718446602,99.00398406374502,4.009056397963054
55250,triangu01,1958,C,132,3373.0,698,61,10.0,11,1930.0,28.0,5.75,98.6996098829649,4.009056397963054
45463,lombaer01,1945,C,96,,425,49,8.0,8,1908.0,37.0,4.9375,98.3402489626556,4.350752790357747
45467,lopezal01,1945,C,91,,326,38,3.0,7,1908.0,37.0,4.0,99.1825613079019,4.350752790357747
45480,mancufr01,1945,C,115,,467,55,6.0,10,1918.0,27.0,4.539130434782609,98.86363636363636,4.350752790357747
23452,killebi01,1913,C,118,,570,166,9.0,16,1887.0,26.0,6.237288135593221,98.79194630872483,4.527566054320253
33886,sewellu01,1927,C,126,,402,119,20.0,14,1901.0,26.0,4.134920634920635,96.30314232902033,4.5155502546750785
23400,henryjo02,1913,C,96,,476,127,11.0,9,1889.0,24.0,6.28125,98.2084690553746,4.527566054320253
45488,masiph01,1945,C,95,,335,52,8.0,7,1916.0,29.0,4.073684210526316,97.9746835443038,4.350752790357747
33869,ruelmu01,1927,C,128,,495,100,7.0,8,1896.0,31.0,4.6484375,98.83720930232558,4.5155502546750785
33586,goochjo01,1927,C,91,,285,57,9.0,7,1897.0,30.0,3.758241758241758,97.43589743589743,4.5155502546750785
33466,cochrmi01,1927,C,123,,559,85,9.0,11,1903.0,24.0,5.235772357723577,98.6217457886677,4.5155502546750785
45711,treshmi01,1945,C,150,,575,102,11.0,7,1914.0,31.0,4.513333333333334,98.40116279069767,4.350752790357747
55141,rosebjo01,1958,C,104,2528.0,594,36,8.0,5,1933.0,25.0,6.0576923076923075,98.7460815047022,4.009056397963054
45698,swiftbo01,1945,C,94,,358,60,5.0,12,1915.0,30.0,4.446808510638298,98.81796690307328,4.350752790357747
22974,stanaos01,1912,C,120,,440,168,32.0,14,1883.0,29.0,5.066666666666666,95.0,4.276259204082633
33609,hargrbu01,1927,C,92,,261,57,4.0,10,1892.0,35.0,3.4565217391304346,98.75776397515527,4.5155502546750785
22998,sweened01,1912,C,108,,548,167,34.0,9,1888.0,24.0,6.62037037037037,95.46061415220294,4.276259204082633
23220,clarkto01,1913,C,100,,378,131,11.0,5,1888.0,25.0,5.09,97.88461538461539,4.527566054320253
45554,odeake01,1945,C,91,,321,50,2.0,14,1913.0,32.0,4.076923076923077,99.46380697050938,4.350752790357747
54951,lollash01,1958,C,116,2974.0,597,63,9.0,8,1924.0,34.0,5.689655172413793,98.65470852017937,4.009056397963054
55055,nixonru01,1958,C,101,2441.0,499,31,5.0,4,1935.0,23.0,5.247524752475248,99.06542056074767,4.009056397963054
33617,hartnga01,1927,C,126,,479,99,16.0,21,1900.0,27.0,4.587301587301587,97.3063973063973,4.5155502546750785
23069,wingoiv01,1912,C,92,,360,148,23.0,11,1890.0,22.0,5.521739130434782,95.66854990583803,4.276259204082633
55152,schmibo02,1958,C,123,2919.0,616,54,12.0,10,1933.0,25.0,5.4471544715447155,98.24046920821115,4.009056397963054
54678,crandde01,1958,C,124,3229.0,659,64,7.0,6,1930.0,28.0,5.830645161290323,99.04109589041096,4.009056397963054
54673,courtcl01,1958,C,128,3260.0,682,64,7.0,17,1927.0,31.0,5.828125,99.07038512616202,4.009056397963054
22808,milleot01,1912,C,94,,455,141,15.0,11,1889.0,23.0,6.340425531914893,97.54500818330605,4.276259204082633
55485,crandde01,1959,C,146,3815.0,783,71,5.0,15,1930.0,29.0,5.8493150684931505,99.41792782305005,3.882745139035295
23767,sweened01,1913,C,112,,511,180,26.0,9,1888.0,25.0,6.169642857142857,96.37377963737796,4.527566054320253
22339,archeji01,1912,C,118,,504,149,23.0,15,1883.0,29.0,5.533898305084746,96.59763313609467,4.276259204082633
54487,whitesa02,1957,C,111,2664.0,489,49,8.0,13,1927.0,30.0,4.846846846846847,98.53479853479854,4.248023148360408
23726,simonmi01,1913,C,92,,393,151,14.0,6,1883.0,30.0,5.913043478260869,97.4910394265233,4.527566054320253
33286,tayloza02,1926,C,123,,394,123,8.0,17,1898.0,28.0,4.203252032520325,98.47619047619047,4.458702649258586
55435,burgesm01,1959,C,101,2394.0,441,39,8.0,4,1927.0,32.0,4.752475247524752,98.36065573770492,3.882745139035295
23697,schalra01,1913,C,125,,599,154,15.0,18,1892.0,21.0,6.024,98.046875,4.527566054320253
54554,baileed01,1958,C,99,2563.0,438,44,6.0,6,1931.0,27.0,4.8686868686868685,98.77049180327869,4.009056397963054
34318,hogansh01,1928,C,124,,389,57,10.0,11,1906.0,22.0,3.596774193548387,97.80701754385966,4.466414950142728
34291,hartnga01,1928,C,118,,455,103,6.0,14,1900.0,28.0,4.728813559322034,98.93617021276596,4.466414950142728
55375,berrayo01,1959,C,116,3002.0,698,61,2.0,9,1925.0,34.0,6.543103448275862,99.73718791064388,3.882745139035295
55374,berbelo01,1959,C,95,2436.0,511,39,6.0,4,1929.0,30.0,5.7894736842105265,98.92086330935251,3.882745139035295
22582,gibsoge01,1912,C,94,,484,101,6.0,11,1880.0,32.0,6.223404255319149,98.98477157360406,4.276259204082633
34131,cochrmi01,1928,C,130,,645,71,25.0,8,1903.0,25.0,5.507692307692308,96.62618083670715,4.466414950142728
23578,milleot01,1913,C,103,,448,148,18.0,13,1889.0,24.0,5.786407766990291,97.06840390879479,4.527566054320253
55358,baileed01,1959,C,117,2885.0,549,64,6.0,6,1931.0,28.0,5.239316239316239,99.03069466882067,3.882745139035295
45946,edwarbr01,1946,C,91,,431,53,9.0,9,1923.0,23.0,5.318681318681318,98.17444219066938,4.423496538099533
34003,wilsoji01,1927,C,124,,377,82,12.0,12,1900.0,27.0,3.7016129032258065,97.45222929936305,4.5155502546750785
45358,hayesfr01,1945,C,119,,508,63,7.0,23,1914.0,31.0,4.798319327731092,98.78892733564014,4.350752790357747
23567,meyerch01,1913,C,116,,579,143,25.0,12,1880.0,33.0,6.224137931034483,96.65327978580991,4.527566054320253
55303,wilsore01,1958,C,101,2389.0,565,34,5.0,6,1929.0,29.0,5.930693069306931,99.17218543046357,4.009056397963054
22790,mcleala01,1912,C,98,,425,124,15.0,16,1881.0,31.0,5.6020408163265305,97.3404255319149,4.276259204082633
22798,meyerch01,1912,C,122,,576,111,19.0,10,1880.0,32.0,5.631147540983607,97.30878186968839,4.276259204082633
55284,whitesa02,1958,C,102,2417.0,450,38,6.0,8,1927.0,31.0,4.784313725490196,98.78542510121457,4.009056397963054
56171,batteea01,1960,C,136,3534.0,749,65,15.0,10,1935.0,25.0,5.985294117647059,98.19059107358264,3.985951458443142
21578,archeji01,1911,C,102,,476,124,14.0,11,1883.0,28.0,5.882352941176471,97.71986970684038,4.189673842526116
34940,hargrch01,1929,C,101,,308,56,7.0,7,1896.0,33.0,3.603960396039604,98.11320754716981,4.408218207009619
54046,housefr03,1957,C,97,2548.0,535,54,2.0,5,1930.0,27.0,6.072164948453608,99.66159052453469,4.248023148360408
32300,hartnga01,1925,C,110,,409,114,23.0,15,1900.0,25.0,4.754545454545455,95.7875457875458,4.491599345546253
53377,lollash01,1956,C,132,3224.0,679,40,5.0,6,1924.0,32.0,5.446969696969697,99.30939226519338,4.041602120772513
53381,lopatst01,1956,C,102,2730.0,573,24,11.0,10,1925.0,31.0,5.852941176470588,98.19078947368422,4.041602120772513
57102,dalrycl01,1961,C,122,2817.0,551,86,14.0,10,1936.0,25.0,5.221311475409836,97.84946236559139,4.167808266886905
20384,gibsoge01,1909,C,150,,655,192,15.0,9,1880.0,29.0,5.6466666666666665,98.25986078886311,4.466327337257621
57029,burgesm01,1961,C,92,2188.0,426,27,4.0,4,1927.0,34.0,4.923913043478261,99.12472647702407,4.167808266886905
35679,lopezal01,1930,C,126,,465,66,9.0,9,1908.0,22.0,4.214285714285714,98.33333333333333,4.461692946936018
24898,wilsoar01,1914,C,132,,674,212,24.0,19,1885.0,29.0,6.712121212121212,97.36263736263736,4.358559904586448
43803,coopewa01,1943,C,112,,504,49,14.0,5,1915.0,28.0,4.9375,97.53086419753086,4.526145314540277
57016,browndi01,1961,C,91,2183.0,460,38,5.0,7,1935.0,26.0,5.472527472527473,99.00596421471172,4.167808266886905
56952,batteea01,1961,C,131,3359.0,812,60,6.0,9,1935.0,26.0,6.656488549618321,99.31662870159454,4.167808266886905
24943,agnewsa01,1915,C,102,,398,153,39.0,16,1887.0,28.0,5.401960784313726,93.38983050847457,4.391891903738769
56942,baileed01,1961,C,103,2515.0,629,40,10.0,4,1931.0,30.0,6.495145631067961,98.52724594992637,4.167808266886905
35603,hogansh01,1930,C,96,,386,46,8.0,5,1906.0,24.0,4.5,98.18181818181819,4.461692946936018
20563,mcleala01,1909,C,95,,379,119,11.0,16,1881.0,28.0,5.242105263157895,97.83889980353635,4.466327337257621
46993,mossle01,1947,C,96,,362,43,7.0,6,1925.0,22.0,4.21875,98.30097087378641,4.2240656455749654
24767,stanaos01,1914,C,122,,532,190,30.0,11,1883.0,31.0,5.918032786885246,96.01063829787235,4.358559904586448
35586,hemslro01,1930,C,98,,325,50,8.0,11,1907.0,23.0,3.826530612244898,97.911227154047,4.461692946936018
35575,hartnga01,1930,C,136,,646,68,8.0,11,1900.0,30.0,5.25,98.89196675900277,4.461692946936018
24760,snydefr01,1914,C,98,,419,130,12.0,12,1894.0,20.0,5.6020408163265305,97.86096256684492,4.358559904586448
32475,myattgl01,1925,C,98,,273,53,9.0,6,1897.0,28.0,3.326530612244898,97.31343283582089,4.491599345546253
20772,streega01,1909,C,137,,714,210,18.0,18,1882.0,27.0,6.744525547445256,98.08917197452229,4.466327337257621
20776,sullibi03,1909,C,97,,452,119,10.0,6,1875.0,34.0,5.88659793814433,98.2788296041308,4.466327337257621
35497,ferreri01,1930,C,101,,336,66,7.0,5,1905.0,25.0,3.98019801980198,98.2885085574572,4.461692946936018
43857,earlyja01,1943,C,122,,443,83,11.0,10,1915.0,28.0,4.311475409836065,97.95158286778398,4.526145314540277
25001,berrycl01,1915,C,99,,384,144,11.0,8,1880.0,35.0,5.333333333333333,97.95918367346938,4.391891903738769
20321,dooinre01,1909,C,140,,717,199,40.0,14,1879.0,30.0,6.542857142857143,95.81589958158996,4.466327337257621
53347,landrho01,1956,C,99,2406.0,483,55,14.0,9,1930.0,26.0,5.434343434343434,97.46376811594203,4.041602120772513
25272,gibsoge01,1915,C,118,,551,134,25.0,14,1880.0,35.0,5.805084745762712,96.47887323943662,4.391891903738769
36101,dickebi01,1931,C,125,,670,78,3.0,6,1907.0,24.0,5.984,99.6005326231691,4.526786895852523
20059,streega01,1908,C,128,,578,167,21.0,14,1882.0,26.0,5.8203125,97.25848563968668,4.363971578918152
20062,sullibi03,1908,C,137,,553,156,11.0,11,1875.0,33.0,5.175182481751825,98.47222222222223,4.363971578918152
36093,davissp01,1931,C,114,,420,78,3.0,10,1904.0,27.0,4.368421052631579,99.40119760479041,4.526786895852523
